Sucursal,Factura,Cotizacion,Estatus,Requisicion,"Salidas Material","Orden de fabricacion","Fecha de Factura","Fecha de Cotizacion",Parcial1,Parcial2,Parcial3,Parcial4,Parcial5
"San Pablo",A429536,,"En ruta",,1,,"2023-10-06 05:59:17",,,,,,
"San Pablo",A429537,,"En ruta",,1,,"2023-10-06 06:00:10",,,,,,
"San Pablo",429538,,"Pedido generado",5734,0,,"2023-10-06 06:03:30","2023-10-06 06:26:23",N17858,,,,
"La Noria",BB142878,BB142878,Entregado,,1,,"2023-10-06 06:15:46",,,,,,
"San Pablo",A429539,,"Pedido generado",,0,,"2023-10-06 06:19:42",,,,,,
"La Noria",BB142880,,"En ruta",,1,,"2023-10-06 06:20:37",,,,,,
"La Noria",BB142877,,"En ruta",,1,,"2023-10-06 06:23:42",,,,,,
"La Noria",BB142879,BB142879,Entregado,,1,,"2023-10-06 06:25:44",,,,,,
"La Noria",BB142881,BB142881,"En ruta",,1,,"2023-10-06 06:26:26",,,,,,
"San Pablo",429539,A429539,"En ruta",,1,,"2023-10-06 06:27:39",,,,,,
"San Pablo",A429542,,"Pedido generado",,0,,"2023-10-06 06:31:29",,,,,,
"San Pablo",A429542,,"Pedido generado",,0,,"2023-10-06 06:34:46",,,,,,
"San Pablo",A429545,,"En ruta",,1,,"2023-10-06 06:36:49",,,,,,
"San Pablo",429547,A429547,"Recibido por embarques",,0,,"2023-10-06 06:40:30",,,,,,
"San Pablo",A429548,,"Pedido generado",,0,,"2023-10-06 06:41:09",,,,,,
"La Noria",142882,,Entregado,N003289,1,,"2023-10-06 06:43:17","2023-10-07 04:23:37",18010,,,,
"San Pablo",128799,A429811,Entregado,,1,,"2023-10-06 06:46:13",,,,,,
"La Noria",BB142883,BB142883,"Pedido generado",,0,,"2023-10-06 06:46:54",,"Evidencia de entrega del material",,,,
"La Noria",BB142884,BB142884,"En ruta",,1,,"2023-10-06 06:56:13",,,,,,
"San Pablo",429550,,"En ruta",,1,,"2023-10-06 06:56:37",,,,,,
"San Pablo",429549,,Entregado,,1,,"2023-10-06 06:57:52",,,,,,
"San Pablo",A429551,,"Recibido por embarques",,0,,"2023-10-06 07:01:49",,,,,,
"La Noria",142885,,"Pedido generado",,0,,"2023-10-06 07:04:29",,,,,,
"San Pablo",429552,,Entregado,,1,,"2023-10-06 07:05:09",,,,,,
"La Noria",61489,,"Pedido generado",N003287,0,,"2023-10-06 07:05:23","2023-10-06 07:06:41",18005,,,,
"San Pablo",A429297,A429297,"En ruta",,1,,"2023-10-06 07:08:00",,,,,,
"La Noria",BB142886,BB142886,Entregado,,1,,"2023-10-06 07:09:11",,,,,,
"San Pablo",A429553,,Entregado,,1,,"2023-10-06 07:09:48",,,,,,
"La Noria",BB142887,BB142887,"En ruta",,1,,"2023-10-06 07:12:05",,,,,,
"San Pablo",A429556,,"En ruta",,1,,"2023-10-06 07:12:51",,,,,,
"San Pablo",A429557,,Entregado,,2,,"2023-10-06 07:14:15",,,,,,
"San Pablo",429554,,"En ruta",,1,,"2023-10-06 07:15:16",,,,,,
"San Pablo",429555,,"En ruta",,1,,"2023-10-06 07:16:09",,,,,,
"San Pablo",A429558,,Entregado,,0,,"2023-10-06 07:16:18",,,,,,
"San Pablo",128429,A429668,"Recibido por embarques",,0,,"2023-10-06 07:17:15",,,,,,
"La Noria",142889,,Entregado,N003302,0,,"2023-10-06 07:22:22","2023-10-11 06:34:07",18026,,,,
"La Noria",BB142888,BB142888,"En ruta",,2,,"2023-10-06 07:24:04",,,,,,
"La Noria",BB142890,BB142890,"En ruta",,1,,"2023-10-06 07:24:22",,,,,,
"San Pablo",A429542,,Entregado,,1,,"2023-10-06 07:31:39",,,,,,
"San Pablo",A429562,,"En ruta",,1,,"2023-10-06 07:34:25",,,,,,
"San Pablo",429563,,"Pedido generado",,0,,"2023-10-06 07:38:44",,,,,,
"San Pablo",A429564,,Entregado,5747,0,,"2023-10-06 07:39:50","2023-10-09 10:39:13",N17876,,,,
"San Pablo",128812,A429689,Entregado,,1,,"2023-10-06 07:40:44",,,,,,
"La Noria",62124,,"Recibido por embarques",,0,,"2023-10-06 07:46:29",,,,,,
"San Pablo",A429566,,"En ruta",,1,,"2023-10-06 07:46:55",,,,,,
"San Pablo",A429567,,"En ruta",,1,,"2023-10-06 07:51:07",,,,,,
"San Pablo",A429568,,"En ruta",,1,,"2023-10-06 07:53:21",,,,,,
"San Pablo",A429570,,"En ruta",,1,,"2023-10-06 07:54:20",,,,,,
"San Pablo",A429572,,"En ruta",,1,,"2023-10-06 07:59:02",,,,,,
"San Pablo",429565,,"Pedido generado",,0,,"2023-10-06 08:00:14",,,,,,
"San Pablo",A429571,,"En ruta",,1,,"2023-10-06 08:00:38",,,,,,
"San Pablo",A429573,,"En ruta",,1,,"2023-10-06 08:01:45",,,,,,
"San Pablo",128043,142967,Entregado,,1,,"2023-10-06 08:03:43",,,,,,
"La Noria",BB142892,,"En ruta",,1,,"2023-10-06 08:09:08",,,,,,
"La Noria",BB142893,,"Pedido generado",,0,,"2023-10-06 08:09:22",,,,,,
"La Noria",BB142895,BB142895,Entregado,,2,,"2023-10-06 08:09:28",,,,,,
"La Noria",BB142894,,"En ruta",,2,,"2023-10-06 08:09:36",,,,,,
"La Noria",BB142896,BB142896,Entregado,,1,,"2023-10-06 08:09:48",,,,,,
"La Noria",BB142891,BB142891,"En ruta",,1,,"2023-10-06 08:10:47",,,,,,
"San Pablo",128681,142958,Entregado,,1,,"2023-10-06 08:26:44",,,,,,
"San Pablo",A429577,,Entregado,,1,,"2023-10-06 08:27:28",,,,,,
"La Noria",BB142898,,"En ruta",,1,,"2023-10-06 08:33:35",,,,,,
"San Pablo",429579,,"En ruta",,1,,"2023-10-06 08:47:39",,,,,,
"San Pablo",128697,142966,Entregado,N003289,1,,"2023-10-06 08:49:24","2023-10-07 04:23:58",18010,,,,
"La Noria",BB142900,,"En ruta",,1,,"2023-10-06 08:53:13",,,,,,
"San Pablo",A429574,,"En ruta",,1,2313,"2023-10-06 08:53:53",,,,,,
"La Noria",BB142893,,"En ruta",,1,1363,"2023-10-06 08:55:30",,,,,,
"La Noria",BB142902,,"En ruta",,1,,"2023-10-06 09:02:12",,,,,,
"La Noria",BB142897,BB142897,"Pedido generado",,0,,"2023-10-06 09:03:06",,"Evidencia de entrega del material",,,,
"La Noria",142901,,"En ruta",,1,,"2023-10-06 09:03:47",,,,,,
"La Noria",BB142903,BB142903,"En ruta",,1,,"2023-10-06 09:09:07",,,,,,
"La Noria",BB142904,,"En ruta",,2,,"2023-10-06 09:13:24",,,,,,
"San Pablo",429581,,"Pedido generado",,0,,"2023-10-06 09:26:37",,,,,,
"San Pablo",A429583,,"Pedido generado",,0,,"2023-10-06 09:27:29",,,,,,
"San Pablo",429584,A429584,Entregado,,1,,"2023-10-06 09:29:25",,,,,,
"San Pablo",128690,A429649,Entregado,,3,,"2023-10-06 09:31:18",,,,,,
"San Pablo",128691,A429642,Entregado,,2,,"2023-10-06 09:32:30",,,,,,
"San Pablo",429585,A429585,"En ruta",,1,,"2023-10-06 09:33:35",,,,,,
"San Pablo",A429582,A429582,"En ruta",,1,,"2023-10-06 09:34:03",,,,,,
"La Noria",BB142905,,Entregado,,1,,"2023-10-06 09:41:29",,,,,,
"San Pablo",429587,,"Pedido generado",5737,0,,"2023-10-06 09:46:37","2023-10-06 10:07:27",N17859,N17859,,,
"San Pablo",429588,,"En ruta",,1,,"2023-10-06 09:46:57",,,,,,
"San Pablo",429589,A429589,"En ruta",,1,,"2023-10-06 09:47:33",,,,,,
"La Noria",142906,,"En ruta",,4,,"2023-10-06 09:53:45",,,,,,
"San Pablo",429592,,"En ruta",,1,,"2023-10-06 09:57:33",,,,,,
"San Pablo",A429591,,"En ruta",,1,2314,"2023-10-06 09:59:55",,,,,,
"San Pablo",A429578,,Entregado,,1,,"2023-10-06 10:00:45",,,,,,
"San Pablo",A429543,,Entregado,,1,2312,"2023-10-06 10:01:32",,SP2069,2069,SP2092,,
"La Noria",BB142907,,"En ruta",,2,,"2023-10-06 10:02:58",,,,,,
"San Pablo",429594,A429594,"En ruta",,1,,"2023-10-06 10:06:57",,,,,,
"San Pablo",429498,,Entregado,,1,,"2023-10-06 10:09:54",,,,,,
"San Pablo",429595,A429595,"En ruta",,1,,"2023-10-06 10:11:55",,,,,,
"San Pablo",A429596,,"En ruta",,1,,"2023-10-06 10:23:36",,,,,,
"La Noria",BB142808,BB142908,Entregado,,1,,"2023-10-06 10:29:14",,,,,,
"La Noria",BB142909,BB142909,Entregado,,1,,"2023-10-06 10:31:08",,,,,,
"La Noria",BB142910,BB142910,"En ruta",,2,,"2023-10-06 10:31:31",,,,,,
"La Noria",BB142911,BB142911,"En ruta",,1,,"2023-10-06 10:31:52",,,,,,
"La Noria",BB142912,BB142912,"Pedido generado",,0,,"2023-10-06 10:32:11",,"Evidencia de entrega del material",,,,
"San Pablo",429600,,"Pedido generado",,0,,"2023-10-06 10:42:37",,,,,,
"San Pablo",429601,,Entregado,5738,1,,"2023-10-06 10:45:14","2023-10-07 03:50:03",N17865,,,,
"San Pablo",A429602,,"Recibido por embarques",,0,,"2023-10-06 10:57:39",,,,,,
"San Pablo",A429603,,"En ruta",,1,,"2023-10-06 11:02:09",,,,,,
"San Pablo",A429604,,"En ruta",,1,,"2023-10-06 11:02:21",,,,,,
"San Pablo",A429605,,"Pedido generado",,0,,"2023-10-06 11:04:57",,,,,,
"San Pablo",929606,,"Pedido generado",,0,,"2023-10-06 11:09:39",,,,,,
"San Pablo",429607,A429607,"Pedido generado",,0,,"2023-10-06 11:12:03",,,,,,
"La Noria",BB140684,,"En ruta",,1,,"2023-10-06 11:18:41",,,,,,
"La Noria",BB142913,,Entregado,N003295,0,,"2023-10-06 11:25:43","2023-10-10 05:03:44",N3670,18016,,,
"San Pablo",A429610,,"Recibido por embarques",,0,,"2023-10-06 11:26:45",,,,,,
"San Pablo",A429611,,"En ruta",,1,,"2023-10-06 11:28:04",,,,,,
"San Pablo",A429609,,"Pedido generado",,0,,"2023-10-06 11:28:06",,,,,,
"San Pablo",429612,A429612,"Pedido generado",,0,,"2023-10-06 11:29:44",,,,,,
"San Pablo",A429614,,Entregado,5803,1,,"2023-10-06 11:36:13","2023-10-17 03:33:00",SP2082,N17926,,,
"La Noria",BB142914,,"Pedido generado",,0,,"2023-10-06 11:39:37",,,,,,
"La Noria",BB142916,BB142916,Cancelado,,0,,"2023-10-06 11:46:10",,,,,,
"San Pablo",A429613,,"Pedido generado",,0,,"2023-10-06 11:53:12",,,,,,
"La Noria",BB142917,,"En ruta",,1,,"2023-10-06 11:53:16",,,,,,
"San Pablo",A429615,,"Pedido generado",,0,,"2023-10-06 11:53:25",,,,,,
"La Noria",BB142914,,Entregado,,1,,"2023-10-06 11:53:38",,,,,,
"La Noria",BB142915,,Entregado,,1,,"2023-10-06 11:53:50",,,,,,
"San Pablo",429606,,Entregado,,1,,"2023-10-06 11:55:36",,,,,,
"San Pablo",429608,,"En ruta",,1,,"2023-10-06 11:55:54",,,,,,
"La Noria",BB142918,BB142918,Entregado,,1,,"2023-10-06 11:56:54",,,,,,
"San Pablo",429616,,Entregado,,2,,"2023-10-06 11:59:03",,,,,,
"San Pablo",A429617,,"En ruta",,1,,"2023-10-07 02:31:17",,,,,,
"La Noria",BB142919,,"En ruta",,1,,"2023-10-07 02:35:50",,,,,,
"San Pablo",429619,,"En ruta",,1,,"2023-10-07 02:39:14",,,,,,
"San Pablo",A429621,,"Pedido generado",,0,,"2023-10-07 02:46:37",,,,,,
"San Pablo",429622,,"En ruta",,1,,"2023-10-07 02:46:45",,,,,,
"San Pablo",A429623,,"Pedido generado",,0,,"2023-10-07 02:53:05",,,,,,
"San Pablo",429624,,"En ruta",,1,,"2023-10-07 02:53:41",,,,,,
"San Pablo",128877,,Fabricado,,0,1366,"2023-10-07 02:59:13",,,,,,
"San Pablo",128878,,Fabricado,,0,2315,"2023-10-07 02:59:42",,,,,,
"San Pablo",429626,,"En ruta",,1,,"2023-10-07 03:01:36",,,,,,
"San Pablo",429620,A429620,Entregado,,1,,"2023-10-07 03:12:07",,,,,,
"San Pablo",A429627,,Entregado,,1,,"2023-10-07 03:17:56",,,,,,
"San Pablo",429629,,"Pedido generado",,0,,"2023-10-07 03:26:54",,,,,,
"San Pablo",A429630,,"En ruta",,1,,"2023-10-07 03:30:18",,,,,,
"San Pablo",A429631,,"En ruta",,1,,"2023-10-07 03:30:27",,,,,,
"La Noria",62082,,Fabricado,,0,1364,"2023-10-07 03:35:21",,,,,,
"San Pablo",128867,A429832,Entregado,,1,,"2023-10-07 03:36:38",,,,,,
"La Noria",N17861,,"Recibido por embarques",,0,,"2023-10-07 03:38:24",,N17861,,,,
"San Pablo",A429634,,"Pedido generado",,0,,"2023-10-07 03:42:26",,,,,,
"La Noria",BB142921,,"En ruta",,1,,"2023-10-07 03:47:26",,,,,,
"La Noria",BB142922,BB142922,"En ruta",,1,,"2023-10-07 03:48:15",,,,,,
"San Pablo",A429636,,"Pedido generado",,0,,"2023-10-07 03:54:14",,,,,,
"San Pablo",A429637,,"En ruta",,1,,"2023-10-07 03:56:46",,,,,,
"San Pablo",429635,429635,"En ruta",,2,,"2023-10-07 04:02:20",,,,,,
"San Pablo",A429638,,"Pedido generado",,0,,"2023-10-07 04:03:01",,,,,,
"San Pablo",A429640,,"Pedido generado",,0,,"2023-10-07 04:03:32",,,,,,
"San Pablo",429639,,"Pedido generado",,0,,"2023-10-07 04:03:57",,,,,,
"La Noria",BB142923,BB142923,Entregado,,1,,"2023-10-07 04:05:33",,,,,,
"La Noria",BB142924,BB142924,Entregado,,1,1376,"2023-10-07 04:05:54",,,,,,
"La Noria",BB142920,BB142920,Entregado,,1,,"2023-10-07 04:06:13",,N3667,N3671,N3668,,
"La Noria",142925,,"Pedido generado",,0,,"2023-10-07 04:09:11",,,,,,
"La Noria",BB142926,BB142926,Entregado,,2,,"2023-10-07 04:11:26",,,,,,
"La Noria",BB142927,,"En ruta",,1,,"2023-10-07 04:11:50",,,,,,
"San Pablo",A429632,,"En ruta",,1,,"2023-10-07 04:12:41",,,,,,
"La Noria",BB142929,,"En ruta",,1,,"2023-10-07 04:18:02",,,,,,
"San Pablo",A429646,,"Pedido generado",,0,,"2023-10-07 04:22:30",,,,,,
"San Pablo",A429650,,"Pedido generado",,0,,"2023-10-07 04:28:16",,,,,,
"La Noria",142928,,"Pedido generado",,0,,"2023-10-07 04:32:46",,"Evidencia de entrega del material",,,,
"San Pablo",A429647,,"Pedido generado",,0,,"2023-10-07 04:35:02",,,,,,
"San Pablo",429651,,"Pedido generado",,0,,"2023-10-07 04:44:15",,,,,,
"San Pablo",429652,,"En ruta",,1,,"2023-10-07 04:48:18",,,,,,
"San Pablo",A429656,,"En ruta",,1,,"2023-10-07 04:53:54",,,,,,
"San Pablo",429655,,"Pedido generado",,0,,"2023-10-07 04:57:40",,,,,,
"San Pablo",429648,,"Pedido generado",,0,,"2023-10-07 04:58:07",,,,,,
"San Pablo",429654,,"Pedido generado",,0,,"2023-10-07 04:58:29",,,,,,
"La Noria",BB142930,,"En ruta",,1,,"2023-10-07 05:04:55",,,,,,
"San Pablo",A429660,,Entregado,,1,,"2023-10-07 05:19:50",,,,,,
"San Pablo",A429661,,Entregado,,1,,"2023-10-07 05:21:23",,,,,,
"San Pablo",429625,,Entregado,,1,2320,"2023-10-07 05:26:30",,,,,,
"San Pablo",429657,,"En ruta",,1,,"2023-10-07 05:27:25",,,,,,
"San Pablo",429658,,"En ruta",,1,,"2023-10-07 05:28:41",,,,,,
"San Pablo",A429662,,Entregado,,1,,"2023-10-07 05:31:11",,,,,,
"San Pablo",A428664,,"Pedido generado",,0,,"2023-10-07 05:34:50",,,,,,
"San Pablo",429633,,Entregado,,1,,"2023-10-07 05:35:36",,,,,,
"San Pablo",A429663,,"Pedido generado",,0,,"2023-10-07 05:45:03",,,,,,
"La Noria",BB142931,,"En ruta",,1,,"2023-10-07 05:47:03",,,,,,
"La Noria",BB142932,,Entregado,N003290,2,,"2023-10-07 05:47:03","2023-10-09 06:58:48",N3662,18013,,,
"La Noria",BB142933,,"En ruta",,2,,"2023-10-07 05:47:18",,,,,,
"La Noria",BB142934,,"En ruta",,1,,"2023-10-07 05:48:59",,,,,,
"La Noria",BB142935,,Entregado,,1,,"2023-10-07 05:52:39",,,,,,
"San Pablo",429666,A429666,"En ruta",,1,,"2023-10-07 05:52:47",,,,,,
"La Noria",BB142936,,Entregado,,1,,"2023-10-07 05:52:58",,,,,,
"San Pablo",A429665,A429665,Entregado,,1,,"2023-10-07 05:53:20",,,,,,
"La Noria",BB142937,,"En ruta",,3,,"2023-10-07 06:00:57",,,,,,
"San Pablo",A429669,,Entregado,,1,,"2023-10-07 06:09:02",,,,,,
"San Pablo",A429670,,Entregado,,1,,"2023-10-07 06:10:00",,,,,,
"San Pablo",A429671,,Entregado,,1,,"2023-10-07 06:10:43",,,,,,
"San Pablo",A429672,,Entregado,5759,0,1365,"2023-10-07 06:12:30","2023-10-10 08:14:58",SP2065,N17883,,,
"La Noria",BB142938,,"En ruta",,1,,"2023-10-07 06:14:20",,,,,,
"La Noria",BB142939,,"En ruta",,2,,"2023-10-07 06:21:26",,,,,,
"La Noria",BB142941,BB142941,Entregado,,1,,"2023-10-07 06:35:39",,,,,,
"San Pablo",429673,,Entregado,,1,,"2023-10-07 06:40:29",,,,,,
"La Noria",BB142943,,"Pedido generado",,0,,"2023-10-07 06:45:18",,,,,,
"La Noria",BB142940,,Fabricado,,0,1368,"2023-10-07 06:45:33",,,,,,
"La Noria",BB142942,,"Pedido generado",,0,,"2023-10-07 06:45:47",,,,,,
"La Noria",BB142944,,Fabricado,,0,1367,"2023-10-07 06:48:21",,N3669,,,,
"San Pablo",A429674,,"En ruta",,1,,"2023-10-07 06:48:47",,,,,,
"San Pablo",429675,,"En ruta",,1,,"2023-10-07 06:52:34",,,,,,
"La Noria",62190,,"Recibido por embarques",,0,,"2023-10-07 06:59:35",,,,,,
"San Pablo",A429277,,"Pedido generado",,0,,"2023-10-07 07:02:07",,,,,,
"San Pablo",A429679,,"En ruta",,1,,"2023-10-07 07:09:13",,,,,,
"La Noria",BB142945,,"En ruta",,1,,"2023-10-07 07:10:26",,,,,,
"San Pablo",128921,429858,Entregado,,1,,"2023-10-07 07:11:11",,,,,,
"San Pablo",128854,430217,Entregado,,1,,"2023-10-07 07:11:24",,,,,,
"San Pablo",A429680,,"En ruta",,1,,"2023-10-07 07:12:35",,,,,,
"San Pablo",A429681,,Entregado,,1,,"2023-10-07 07:16:30",,,,,,
"San Pablo",A429682,,Entregado,,1,,"2023-10-07 07:17:15",,,,,,
"La Noria",N62193,BB142962,Entregado,,1,,"2023-10-07 07:21:59",,,,,,
"San Pablo",A429683,,Entregado,,1,,"2023-10-07 07:22:03",,,,,,
"San Pablo",A429678,,"Pedido generado",,0,,"2023-10-07 07:25:18",,,,,,
"San Pablo",429685,,"Pedido generado",,0,,"2023-10-07 07:26:41",,,,,,
"San Pablo",429684,,"En ruta",,1,,"2023-10-07 07:27:26",,,,,,
"San Pablo",18011,,"En ruta",,1,,"2023-10-07 07:27:52",,,,,,
"San Pablo",18012,,"En ruta",,1,,"2023-10-07 07:28:08",,,,,,
"La Noria",BB142947,,Entregado,,1,,"2023-10-07 07:29:14",,,,,,
"La Noria",BB142948,,Entregado,,2,,"2023-10-07 07:29:28",,,,,,
"La Noria",BB142946,,Entregado,,1,,"2023-10-07 07:29:42",,,,,,
"San Pablo",128923,,Fabricado,,0,1369,"2023-10-07 07:33:05",,,,,,
"La Noria",NN142944,,Entregado,,0,,"2023-10-07 07:37:26",,N3664,,,,
"La Noria",BB142940,,Entregado,,2,,"2023-10-07 07:37:40",,,,,,
"La Noria",BB142943,,Entregado,,1,,"2023-10-07 07:37:58",,,,,,
"San Pablo",128927,A429860,Entregado,,2,,"2023-10-07 07:40:19",,,,,,
"La Noria",BB142949,,"Pedido generado",,0,,"2023-10-07 07:40:19",,,,,,
"San Pablo",128928,A430161,Entregado,,1,2318,"2023-10-07 07:49:14",,,,,,
"San Pablo",128929,A430162,Entregado,,1,2319,"2023-10-07 07:50:45",,,,,,
"La Noria",BB142950,,Entregado,,1,,"2023-10-09 02:13:37",,,,,,
"La Noria",BB142951,BB142951,Entregado,,1,,"2023-10-09 02:39:37",,,,,,
"San Pablo",429686,,"Pedido generado",,0,,"2023-10-09 02:41:51",,,,,,
"San Pablo",429687,,"Pedido generado",,0,,"2023-10-09 02:43:48",,,,,,
"San Pablo",429690,,"Pedido generado",,0,,"2023-10-09 03:13:12",,,,,,
"La Noria",N62200,,"Pedido generado",,0,,"2023-10-09 03:33:23",,,,,,
"San Pablo",429691,,"Pedido generado",,0,,"2023-10-09 03:33:54",,,,,,
"San Pablo",429692,,"Pedido generado",,0,,"2023-10-09 03:36:33",,,,,,
"San Pablo",A429693,,"Pedido generado",,0,,"2023-10-09 03:37:17",,,,,,
"La Noria",BB142952,,Entregado,,1,,"2023-10-09 03:37:56",,,,,,
"San Pablo",A429694,,"En ruta",,1,,"2023-10-09 03:39:57",,,,,,
"San Pablo",A429695,,"Pedido generado",,0,,"2023-10-09 03:50:50",,,,,,
"San Pablo",A429698,,"Pedido generado",,0,,"2023-10-09 04:11:45",,,,,,
"San Pablo",A429699,,"Pedido generado",,0,,"2023-10-09 04:11:51",,,,,,
"San Pablo",A429700,,"En ruta",,1,,"2023-10-09 04:13:12",,,,,,
"San Pablo",A429701,,"Pedido generado",,0,,"2023-10-09 04:16:00",,,,,,
"La Noria",BB133290,,"Pedido generado",,0,,"2023-10-09 04:16:14",,N3663,,,,
"San Pablo",128946,429802,"En ruta",,1,,"2023-10-09 04:20:36",,,,,,
"La Noria",BB142954,,"En ruta",,2,,"2023-10-09 04:26:11",,,,,,
"La Noria",BB142955,,"En ruta",,1,,"2023-10-09 04:29:23",,,,,,
"San Pablo",A429703,,"En ruta",,2,,"2023-10-09 04:32:52",,,,,,
"San Pablo",A429704,,"En ruta",,1,,"2023-10-09 04:34:32",,,,,,
"San Pablo",A429705,,Entregado,,2,,"2023-10-09 04:35:10",,,,,,
"San Pablo",A429706,,"Pedido generado",,0,,"2023-10-09 04:37:48",,,,,,
"San Pablo",A429707,,"En ruta",,1,,"2023-10-09 04:38:28",,,,,,
"San Pablo",A429708,,Entregado,,1,,"2023-10-09 04:41:04",,,,,,
"San Pablo",429709,A429709,Entregado,,1,,"2023-10-09 04:44:00",,,,,,
"La Noria",BB142956,BB142956,Entregado,,1,,"2023-10-09 04:48:00",,,,,,
"San Pablo",A429710,,"En ruta",,1,,"2023-10-09 04:50:42",,,,,,
"San Pablo",429711,,"Recibido por embarques",,0,,"2023-10-09 04:56:18",,,,,,
"La Noria",BB142957,,"Pedido generado",,0,,"2023-10-09 04:58:41",,,,,,
"San Pablo",429712,,"Pedido generado",,0,,"2023-10-09 05:00:48",,,,,,
"San Pablo",429713,,"Pedido generado",,0,,"2023-10-09 05:06:52",,,,,,
"La Noria",BB142959,,"En ruta",,1,,"2023-10-09 05:15:04",,,,,,
"La Noria",BB142960,,"En ruta",,1,,"2023-10-09 05:23:17",,,,,,
"San Pablo",A429717,,"Recibido por embarques",,0,,"2023-10-09 05:25:03",,,,,,
"La Noria",BB142961,,"En ruta",,2,,"2023-10-09 05:28:02",,,,,,
"San Pablo",A429720,,"Pedido generado",,0,,"2023-10-09 05:33:06",,,,,,
"San Pablo",429724,,Entregado,,1,,"2023-10-09 05:46:53",,,,,,
"San Pablo",A429726,,"En ruta",,1,,"2023-10-09 05:50:42",,,,,,
"La Noria",BB142965,,Entregado,,1,,"2023-10-09 05:54:21",,,,,,
"La Noria",BB142963,BB142963,Entregado,,1,,"2023-10-09 05:56:17",,,,,,
"La Noria",BB142964,BB142964,Entregado,N003291,4,,"2023-10-09 05:56:36","2023-10-09 08:28:27",18014,,,,
"La Noria",BB142953,,"En ruta",,1,,"2023-10-09 05:59:15",,,,,,
"San Pablo",A429729,,"Pedido generado",5741,0,,"2023-10-09 06:04:15","2023-10-09 06:28:03",N17867,N17867,,,
"San Pablo",429730,,"En ruta",,1,,"2023-10-09 06:12:15",,,,,,
"La Noria",BB142968,BB142968,Entregado,,1,,"2023-10-09 06:25:42",,,,,,
"San Pablo",A429733,,"En ruta",,1,,"2023-10-09 06:26:34",,,,,,
"San Pablo",429734,,"En ruta",,1,,"2023-10-09 06:28:53",,,,,,
"San Pablo",A429735,,"Pedido generado",,0,,"2023-10-09 06:29:28",,,,,,
"San Pablo",128986,A429862,Entregado,,0,,"2023-10-09 06:32:36",,,,,,
"San Pablo",A429737,,"Pedido generado",,0,,"2023-10-09 06:35:02",,,,,,
"San Pablo",A429739,,"Recibido por embarques",,0,,"2023-10-09 06:38:55",,SP2063,,,,
"San Pablo",A429732,A429732,"En ruta",,1,,"2023-10-09 06:46:29",,,,,,
"San Pablo",429740,A429740,"En ruta",,1,,"2023-10-09 06:47:12",,,,,,
"San Pablo",A429741,,"Pedido generado",,0,,"2023-10-09 06:52:54",,,,,,
"San Pablo",A429738,,"Pedido generado",,0,,"2023-10-09 06:54:32",,,,,,
"San Pablo",429742,,Entregado,,1,,"2023-10-09 06:57:44",,,,,,
"San Pablo",429743,A429743,"En ruta",,1,2329,"2023-10-09 06:58:47",,,,,,
"San Pablo",429744,A429744,"En ruta",,1,,"2023-10-09 06:59:03",,,,,,
"La Noria",BB142970,,"En ruta",,3,,"2023-10-09 06:59:52",,,,,,
"La Noria",BB142972,,"En ruta",,1,,"2023-10-09 07:00:06",,,,,,
"La Noria",BB142974,BB142974,Entregado,,1,,"2023-10-09 07:06:40",,,,,,
"San Pablo",A429745,A429745,"En ruta",,1,,"2023-10-09 07:06:55",,,,,,
"La Noria",BB142975,BB142975,Entregado,,1,,"2023-10-09 07:06:59",,,,,,
"La Noria",BB142969,BB142969,"Pedido generado",,0,,"2023-10-09 07:10:27",,"Evidencia de entrega del material",,,,
"La Noria",N17868,,"Pedido generado",,0,,"2023-10-09 07:13:10",,N17868,,,,
"San Pablo",A429746,A429746,Entregado,,1,,"2023-10-09 07:18:08",,,,,,
"San Pablo",A429747,,Entregado,,1,,"2023-10-09 07:18:19",,2064,SP2099,,,
"San Pablo",429748,,"En ruta",,1,,"2023-10-09 07:19:38",,,,,,
"San Pablo",A429749,,Entregado,5765,1,,"2023-10-09 07:19:46","2023-10-11 04:09:58",N17889,,,,
"La Noria",BB142977,BB142977,Entregado,N003292,0,,"2023-10-09 07:23:55","2023-10-09 09:18:44",18015,,,,
"San Pablo",129050,,Fabricado,,0,1374,"2023-10-09 07:23:59",,,,,,
"San Pablo",129043,,Fabricado,,0,2327,"2023-10-09 07:24:22",,,,,,
"San Pablo",129036,,Fabricado,,0,1371,"2023-10-09 07:24:50",,,,,,
"San Pablo",A429751,,"En ruta",,1,,"2023-10-09 07:37:08",,,,,,
"La Noria",BB142979,,"En ruta",,1,,"2023-10-09 07:39:56",,,,,,
"La Noria",142976,,Entregado,,1,,"2023-10-09 07:40:36",,,,,,
"La Noria",BB142980,,"En ruta",,1,,"2023-10-09 07:40:51",,,,,,
"La Noria",BB142978,,"En ruta",,1,,"2023-10-09 07:41:27",,,,,,
"San Pablo",A429752,,Entregado,,2,,"2023-10-09 07:42:12",,,,,,
"San Pablo",A429750,,Entregado,,1,,"2023-10-09 07:46:56",,,,,,
"San Pablo",A429753,,Entregado,,0,,"2023-10-09 07:57:44",,SP2062,428753,SP2067,,
"La Noria",BB142984,,Entregado,,1,1370,"2023-10-09 08:01:35",,,,,,
"La Noria",BB142983,,Entregado,,1,,"2023-10-09 08:01:51",,,,,,
"La Noria",BB142982,,Entregado,,2,,"2023-10-09 08:02:09",,,,,,
